gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
2434,Kerrysdale,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NG826738,57.70,-5.65,182600,873800,12-Sep-89,12-Sep-89,SNH,"This area complements the site at Flowerdale in providing accessible exposures of certain important metasediment types of the Loch Maree Group. It contains the only known outcrop of conglomerate, the only good exposures of graphite schist and the most accessible exposures of garnet-grunerite schist. The metasediments are accompaned by quartz- biotite schists and amphibolites which are much more widespread in their occurrence in the Lewisian.",Precambrian,EO,
2435,An Ard,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NG805751,57.71,-5.69,180500,875100,25-Sep-89,25-Sep-89,SNH,"This site, which includes the rocky peninsula of An Dun and the adjoining northern coast of An Ard, contains excellent exposures of the Ard gneisses. The rocks consist of biotite augen gneisses, of granodioritic composition, cut by tightly folded granitic veins and several amphibolite sheets. These sheets belong to the early basic suite; they differ from the amphibolites of the Loch Maree Group and from the Scourie dykes in being veined and migmatised by granitic material similar to that found in the gneisses, while the adjoining metasediments are unaffected. The Ard gneiss becomes progressively more highly deformed and mylonitised towards its north-eastern margin, and it is interpreted as a sheet of basement tectonically emplaced within the supracrustal cover rocks of the Loch Maree Group.",Precambrian,"EC,EO",
2436,Creag Mhor Thollaidh,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NG827756,57.72,-5.65,182700,875600,14-Sep-89,14-Sep-89,SNH,"This large area contains the best exposed section across the famous Tollie anticline, where Clough first demonstrated that the gneisses here, together with the Scourie dykes which cut them, were deformed into a large scale antiform. Individual dykes can be traced continuously from the north-east limb of the fold (where they dip steeply north-east) through a near-horizonal attitude, to the south-west limb. The dykes are least deformed on Creag Mhr Thollaidh, where the pre-dyke structures in the gneisses can be easily demonstrated. The degree of deformation increases south-westwards across the antiform; until, on the south-west limb, both dykes and gneisses are highly flattened and sheared, all previous structures being brought into concordance with the dykes. The belt of intense deformation, which continues south-westwards to include the highly deformed Gairloch metasediments is now regarded as a Laxfordian shear zone. The traverse demonstrates very well the progressive increase in the deformation into this shear zone.",Precambrian,EO,
2437,Gearraidh Siar and Baile a' Mhanaich,Eilean Siar (Western Isles),Lewisian,,Confirmed,NF767555,57.47,-7.39,76700,855500,20-Jun-88,20-Jun-88,SNH,"This site consists of low coastal outcrops on the Garry-a-sier headland which show clearly a long history of intrusion and deformation. It is one of the key areas in the Lewisian for working out the Lewisian chronology and is an ideal area for any research or teaching dealing with basement gneisses in general. It forms the core of an area of low intensity Laxfordian reworking, showing Scourie dykes in varying stages of Laxfordian deformation and varying degrees of discordance to the gneissic banding. The dykes show well-preserved structures at their edges: including cuspate margins, folded and/or boudinaged apophyses and a wide range of textures and granulite facies-amphibolite facies metamorphic assemblages. The host rock gneisses show a range in fabrics important for working out Lewisian strain history and kinematics. The central part of the site shows an early set of discordant intermediate dykes discordant to banding in the gneisses, but folded before the main Scourie dyke intrusive phase; one of the few areas in the Lewisian where this relationship is clearly shown. The gneisses and all basic dyke phases are cut by a set of thick late Laxfordian pegmatites with metasomatic and contact metamorphic margins. The pegmatites have very coarse graphic intergrowths, individual crystals of quartz and feldspar being several metres across; there are also local occurrences of rare radioactive minerals. In the northern part of the site a sudden increase in the intensity of Laxfordian deformation; here dykes, which are discordant in the south, suddenly swing into concordance with gneissic banding. To the north, the dykes are folded, showing several phases of intense deformation. This is thus an excellent area for any study of the effects of heterogeneous deformation in gneisses and associated intrusions. The gneisses locally contain early (Scourian) banded basic intrusions and this area is thus useful for any comparison of Lewisian igneous rocks. This is one of the country's most important sites for the elucidation of the generative processes and history of Lewisian rocks.",Precambrian,EC,
2438,Tarbet to Rubha Ruadh,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NC174506,58.41,-5.13,217400,950600,25-Sep-89,25-Sep-89,SNH,"This well-exposed site shows a section across the type area of the Laxfordian; demonstrating the structural and metamorphic events associated with successive Inverian and Laxfordian deformation, and the development of the Laxfordian granite-migmatite complex. The southern margin of the major Tarbet shear zone lies at the southern end of this area. Heterogeneously deformed Scourian gneisses have been deformed across an antiformal hinge into the steeply dipping shear zone. Scourian pegmatites are deformed in the shear zone, whilst Scourie dykes are intruded across the steeply-dipping foliation of the shear zone. Scourie dykes are not only discordant to the shear zone fabrics, but show an irregular intrusive geometry, having undergone only a small amount of Laxfordian strain. The steeply-dipping Inverian structures can be seen all the way along the coast to the Laxford front. Laxfordian shear zones are generally more discrete and can be seen deforming a Scourie dyke at Tarbet; while at the middle of the site a wide Scourie dyke is well-exposed and clearly cuts across the Inverian shear zone fabrics. Northwards from here, crosscutting Laxfordian pegmatites increase in number, though an area of garnet-metagabbro has remained little altered by Inverian-Laxfordian metamorphism and deformation. The Laxford front is a sharp boundary separating the deformed Scourian rocks of the Inverian shear zone to the south from the Laxfordian granite-migmatite complex to the north. The Laxford front is marked by intense metasomatic alteration of metagabbro strips to biotite schists. The granite of the Laxford zone occurs in NW-SE sheets, usually foliated, within banded acid gneisses, and intruded by abundant concordant and discordant pegmatites. The zone of intense granite sheeting is about 1km wide, the amount of granite decreasing gradually in a NE direction, leaving pegmatitic and migmatitic gneisses. This is a key locality for Lewisian studies, where relationships between the Scourian, Inverian and Laxfordian rocks of north-west Scotland may be elucidated.",Precambrian,"EC,EO",
2439,Loch Drumbeg,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NC132320,58.24,-5.18,213200,932000,14-Sep-89,14-Sep-89,SNH,"This site shows Lewisian rocks, representative of the layered basic and ultrabasic rocks within the Scourian Complex. A wide range of rock compositions comprise metaperidotites, with lesser amounts of garnet-pyriclasite. Mineral assemblages are those of the Scourain granulite-facies event. The rocks occur in a sheet up to 100 metres thick, that has been deformed, with concordant contacts to acid gneisses, and now isolated from other parts of the sheet. Geochemically, the rock sequences found at this site resemble an iron enrichment trend from peridoite to gabbro, and they are very similar to sequences described in detail from the Archean of West Greenland. The rocks have been dated by Sm-Nd methods at 2,920my, considered to represent the time at which separation from undifferentiated mantle started. Rb-Sr dates of 2,700my record the time at which granulite facies assemblages finally stabilised.",Precambrian,EO,
2440,Na Buirgh (Borve),Eilean Siar (Western Isles),Lewisian,,Confirmed,NG009937,57.83,-7.04,100900,893700,20-Jun-88,20-Jun-88,SNH,"This section shows a passage from granulites to migmatites, comparable in scale with the Laxford Front of the mainland of Scotland. At the southern end (Rubha Liath) pyroxene- and garnet-bearing tonalite shows a weak NE-trending foliation. The garnets are large (up to 4cm) and visually spectacular. Eastwards the granulite facies assemblage becomes retrogressed to amphibolite facies, and the orientation swings nearer to east-west. West of B…gh Steinigie the fabric swings to NW-SE-trending, and in the bay itself is a large deformed pod of metasediment (a xenolith). A light, coarse tonalite is found. Feldspathic veins are folded and boudinaged. On the north-east side of Traigh Mhor one enters the Langavat belt of metasediments (with one large sheet of metatonalite). The rocks are, for the most part, fine- grained, platy, strongly-foliated acid gneisses; although difficult to recognise as metasediments (they might be recrystallised mylonites) they contain visible sedimentary relicts and pods of ultramafic material. Scourie dyke amphibolites here are weakly discordant, showing that the Langavat high strain zone is, to a large extent, a pre-dyke feature. At about Borve Lodge granite sheets begin to be dominant, and north of the Borvebeg river granite and potash pegmatite forms about 70% of the rock. Most take the form of foliated sheets, and different generations are visible. In general, the foliation dip is lower than those within the Langavat Belt. This site demonstrates a traverse across the margin of the Langavat shear zone, one of the largest and most important major structures of the Lewisian complex.",Precambrian,EC,
2441,North Pabbay,Eilean Siar (Western Isles),Lewisian,,Confirmed,NF873885,57.78,-7.26,87300,888500,20-Jun-88,20-Jun-88,SNH,"North-eastern Pabbay is an area of low finite Laxfordian strain where partly amphibolitised and weakly deformed Scourie dykes cut gneissic banding with considerable discordance. Westwards along the coast the finite Laxfordian strain increases and at the western end of the section foliated amphibolites, concordant with the gneissic banding are folded around tight F2 Laxfordian folds. The transition from low to high finite Laxfordian strain is well- and continuously exposed on the shore platform and craggy hill slopes. Dykes south of Scarsdale Point most clearly demonstrate the change in discordance. The change broadly coincides with a change in rock type - the gneisses in the west may have originally been sediments, those in the east are more typical Hebridean grey gneisses of uncertain origin. This site demonstrates the progressive changes in the Archaean gneisses and the Scourie dykes that cut them, brought about by the gradual increase in Laxfordian strain.",Precambrian,"EC,EO",
2442,Roineabhal,Eilean Siar (Western Isles),Lewisian,,Confirmed,NG050855,57.76,-6.96,105000,885500,23-Jun-88,23-Jun-88,SNH,"The anorthosite body of Roneval is unique in Britain. Central parts of the anorthosite mass preserve a granulite-facies assemblage, and show evidence of a complex magmatic history with late magmatic phases disrupting foliated earlier ones. Gabbro-anorthositic banding in the central part of the area is disrupted and irregular. The margins of the anorthosite are mylonitic shear zones; good exposures occur in the Ligarabay quarry and north-west of Loch na Clachaidh. Above Loch na Clachaidh there are fine exposures of ultrabasic net veining of anorthosite by ultramafic material. The veining clearly pre-dates the granulite facies metamorphism. Late pseudotachylyte veining follows the early net vein structures. The slopes east of Leverburgh have good exposures which show shear zones in anorthosite, and also demonstrate the complex early history of the anorthosite. This site is of critical importance in containing the best exposure of Lewisian anorthosite. This is the only large body of anorthosite in the UK, and here it is possible to demonstrate evidence bearing on its place in the structural and magmatic history of the Lewisian complex.",Precambrian,EO,
2443,North Uist Coast,Eilean Siar (Western Isles),Lewisian,,Part notified,NF738767,57.66,-7.47,73800,876700,20-Jun-88,20-Jun-88,SNH,"The north-west coast of North Uist is a 10km strip of more or less unbroken, and often three-dimensional, exposure which cuts an oblique section through a synformal zone of strong F3 Laxfordian deformation and recrystallisation. There are nine intermediate-scale and a multitude of smaller-scale parasitic folds. Amphibolites, probably derived from Scourie dykes, are concordant with gneissic banding almost everywhere; and they generally show a strong LS Laxfordian fabric (F1). They are deformed by two sets of co-axial folds; the later set (F3) being upright and giving the obvious geometry over much of the coastline. Rock types other than these amphibolites include quartzo-feldspathic banded gneisses, homogeneous granite gneiss, older basic relicts and possible metasediments. The coast is chiefly of interest because of its excellent three- dimensional exposures of fold and boudinage structures, and of fairly large-scale, co-axial-style interference patterns. The Scourie dyke amphibolite which forms the headland of Casteal Odair is the locality where the geometry of ductile simple shear zones was first described in detail. The site is important in demonstrating both the structural sequence affecting the Lewisian rocks of North Uist and also as a classic locality in the history of research into ductile shear zones.",Precambrian,EC,BALRANALD BOG AND LOCH NAM FEITHEAN
2444,An Fharaid Mor - Clachtoll,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NC038270,58.19,-5.34,203800,927000,20-Mar-86,02-Oct-89,SNH,"This is the type locality for the Inverian event, first recognised by Evans as a period of deformation and metamorphism between the Scourian and Laxfordian. The entire area is exceptionally well- exposed and the site is of international importance. Between Loch Roe and Achmelvich Bay, gneisses of the Scourian complex outcrop. On An Fharaid Mhor, layered basic and ultrabasic gneisses are seen deformed by Scourian folds and crosscut by a Scourie dyke; several ledmorite dykes of Caledonian age (containing orthoclase, aegirine and melanite) cross the area. North-westwards the Lewisian rocks become more acid, containing many basic and ultrabasic pods to form agmatite. In both the acid and basic gneisses granulite facies minerals are frequently retrogressed to amphibolite facies minerals, due to the proximity of the southern margin of the major Inverian (Canisp) shear zone, which runs through Achmelvich Bay in a NW-SE direction. This forms a south-easterly plunging antiform in the gneissic banding. Into the shear zone the acid agmatitic gneisses become progressively deformed into a strongly banded and steeply dipping gneiss, containing recrystallised amphibolite facies minerals. A coarse and litle deformed orthoclase- quartz-biotite pegmatite, similar to those dated at 2,250my, crosscuts this gneissic foliation. The axial surface of the shear zone is crossed by a prominent and essentially undeformed Scourie dyke, which demonstrates the pre-dyke age of this shear zone. This and other dykes at Achmelvich Bay are in places affected by later, very narrow, sinistral Laxfordian shear zones. All the structural and metamorphic features of the Canisp shear zone are well-displayed along the coast from Achmelvich Bay to Rudha Leumair. Deformed ultrabasic bodies have been retrogressed to talc and anthophyllite rocks. The final phase of deformation involved sliding along discrete surfaces and the generation of pseudotachylite. All these features are exceptionally well-exposed and make this site of international interest for Precambrian Lewisian studies.",Precambrian,"EC,EO",
2445,Ardsheal Hill and Peninsula,"Lochaber, Skye and Lochalsh and Argyll and the Islands",Caledonian igneous,Late Silurian and Devonian granitic intrusions of Scotland,Part notified,NM963555,56.65,-5.32,196300,755500,01-Dec-87,30-Sep-86,SNH,"The Appinite Suite is a range of mafic and ultramafic rocks typically found around the edges of the Scottish Newer Granites of Siluro-Devonian age. They form small intrusions and breccia pipes and were emplaced at an early stage in the development of the granite complexes. Between Ardsheal Hill and the peninsula of Rubha Mhor, numerous small intrusions and breccia pipes intrude the Dalradian rocks of the Appin Group. The emplacement of the igneous bodies was closely controlled by the pattern of minor folds and fracture zones within the Dalradian rocks, and this features can be excellently demonstrated within the site. The igneous rocks are highly varied and include appinites, kentallenites, diorites and granodiorites, together with various transitional rock types. The site is important in providing excellent and classic exposures of the Appinite Suite lithologies.",,"EO,EC",Ardsheal Peninsula [1949]
2446,Lea Larks,Dumfries and Galloway,Caledonian igneous,Late Silurian and Devonian granitic intrusions of Scotland,Notified,NX563690,54.99,-4.25,256300,569000,07-Jun-89,07-Jun-89,SNH,"The Cairnsmore of Fleet granite is the only entirely peraluminous S-type granite in the Scottish Newer Granites. It is the most felsic of the concentrically zoned plutons in the Southern Uplands and has the most limited compositional variation found in that group. The crags at Lea Larks provide good exposure of the fine-grained, biotite-muscovite granite that forms the centre of the pluton. The highly peraluminous character of the rock is reflected in the occasional presence of garnet and, geochemically the rock is characterised by notably high strontium initial ratios. Geochemical and isotopic affinities with granites in the Lake District make this pluton important for research purposes and have implications for palaeotectonic reconstructions.",,EO,LEA LARKS
2447,Ben Heasgarnich,Perth and Kinross and Stirling,Mineralogy of Scotland,,Confirmed,NN428385,56.51,-4.56,242800,738500,18-Sep-89,18-Sep-89,SNH,"In the lower Meall a'Chall section, the transition zone between the Middle Dalradian Ben Eagach Schists and the overlying Ben Lawers Schists consists of graphitic and garnetiferous schists, often impregenated with sulphides. Muscovite schist horizons contain barian-muscovite with up to 5% Ba. On the eastern slopes of Ben Heasgarnich this succession is repeated (though inverted) but the barium mineralisation is better developed. Bands of barian-muscovite schist alternate with bands up to 0.01m thick containing small amounts of barite and hyalophane in addition to calcite and quartz. The muscovite can contain up to 10% Ba. Celsian porphyroblasts are present in one locality where the main sulphide component is pyrrhotite rather than pyrite. These localities are important in demonstrating a weak distal concentration of metals, from a source similar to that responsible for the economically important concentrations seen at Meall Tairneachan (qv) to the north-east.",,"EO,EW",BEN HEASGARNICH
2448,Port Bheathain,"Lochaber, Skye and Lochalsh and Argyll and the Islands",Mineralogy of Scotland,,Confirmed,NM405189,56.29,-6.19,140500,718900,02-Jan-00,02-Jan-00,SNH,"A unique lens in the Moine Schists at this locality contains two major rock types. A central zone is characterised by large almandine garnets (up to 7cm diameter) sheathed by coarse hornblende with or without biotite. Contrasting marginal zones of mafic pelite contain large kyanite prisms (up to 4cm long) and euhedral tourmaline (up to 4mm) as essential phases as well as the large almandine garnets, but biotite rather than hornblende, is the major ferro-magnesian mineral. While this occurrence was initially interpreted (along with the main kyanite horizon at Ardalanish Bay qv) as being due to the action of soda-boron metasomatism on a unusually mafic metasediment (para- amphibolite or ironstone) a recent interpretation claims the assemblage is a metamorphosed hot spring deposit. If so it would be truly unique in Britain. The site is, therefore, not only outstanding for the spectacular development of several minerals, but is also an important research locality, possibly representing a unique sedimentary/metamorphic environment.",,"FM,EO,EC",
2449,Cnoc Mor to Rubh` Ardalanish,"Lochaber, Skye and Lochalsh and Argyll and the Islands",Caledonian igneous,Late Silurian and Devonian granitic intrusions of Scotland,Part notified,NM367186,56.29,-6.26,136700,718600,31-Oct-88,31-Oct-88,SNH,"The Ross of Mull Complex is notable amongst the Siluro-Devonian Scottish Newer Granites for the clarity of exposed relationships between the component igneous rocks. The eastern margin of the pluton is superbly exposed along the eastern part of Ardalanish Peninsula, and a marginal zone of sheeted granite up to 0.8km broad in places is discontinuously present along the north-south trending margin. The marginal zone consists of veins and sheets which isolate and transect blocks of Moine country rocks. The latter range in size from small rotated xenoliths to large undisplaced enclaves between which there is evidence of structural continuity. The intrusive sheets are injected lit-par-lit style but are locally transgressive and confluent. The absence of chilling in the sheets combined with the presence of thermal sillimanite in pelitic xenoliths and evidence of plastic deformation in the moine rocks indicate that the country rocks were at elevated temperatures at the time of sheet intrusion. The contact between the marginal granite and the main xenolith-poor facies of the Ross of Mull Granite forms a mapable contact but where exposed it is invariably gradational. It is believed that the main granite is slightly younger than the marginal granite but was emplaced whilst the latter was still hot and plastic. Both units are cut by a late porphyritic sheet of hybrid composition.",,"EO,EC",ARDALANISH BAY
2450,Knockvologan to Eilean a`Chalmain,"Lochaber, Skye and Lochalsh and Argyll and the Islands",Caledonian igneous,Late Silurian and Devonian granitic intrusions of Scotland,Confirmed,NM309204,56.30,-6.35,130900,720400,17-Dec-90,17-Dec-90,SNH,"The Ross of Mull Complex is notable amongst the Siluro-Devonian Scottish Newer Granites for the Moinian ghost stratigraphy preserved within it and for the clarity of exposed relationships between the component igneous rock-types. A relict Moine stratigraphic boundary can be traced from the mainland across Eilean Dubh. The boundary separates granite with dominantly semi-pelitic inclusions attributed to the younger Assapol Group to the east, from granite with dominantly psaminitic inclusions of the older Shiaba Group to the west. The inclusions range from small xenoliths to major enclaves which appear to have undergone little or no displacement and may be roof pendants or floor pillars in the pluton. East of Erraid Sound, large enclaves of diorite are present and form the disrupted remains of a substantial diorite body, the intrusion of which seems to have overlapped the earlier stages of granite emplacement. On Eilean a'Chalmain a variety of diorite and tonalite pulses, some of which are seen only as xenoliths, document the dioritic stage in the history of the complex. It is considered that distinct dioritic and granitic magmas have contributed to the evolution of the complex but the frequent presence of hybrid granodiorite points to either the contamination of the granite magma by dioritic material or to a degree of magma mixing. Of interest also is a late, sub-vertical dyke of hybrid microganite which cuts the main Ross of Mull granite near Cnoc an t-Suidhe.",,"EO,EC",
2451,Leinis,Eilean Siar (Western Isles),Lewisian,,Confirmed,NL706998,56.97,-7.42,70600,799800,20-Jun-88,20-Jun-88,SNH,"The coastal section from Brevaig Bay to Earsary is the most accessible area in the southern Hebrides to study the long and complex intrusive history separating the events which formed the Scourian gneiss from the later Laxfordian reworking. In this particular area of Barra, the Laxfordian phase of deformation was weak and so the earlier intrusive relationships are well-preserved. The intrusive sequence began with early basic to ultrabasic rocks, which show some deformation, intrusion by granite and pegmatite, and local magmatism. These rocks are crosscut by basic to intermediate dykes, then later granites and pegmatites and, finally, dolerites from the pre-Scourie dyke pegmatites at Leanish point. The wall-rock gneisses often carry pyroxene, and some gneisses have been interpreted as large Scourian, leucocratic, charnockitic igneous bodies. These rocks show varying stages of retrogression to amphibolite facies gneisses. The area is, therefore, of vital importance in any study of Lewisian chronology, structure and metamorphism; it especially gives a clear and very accessible record of pre-Laxfordian history.",Precambrian,"EC,EO",
2452,Rhughasinish,Eilean Siar (Western Isles),Lewisian,,Confirmed,NF821448,57.38,-7.29,82100,844800,20-Jun-88,20-Jun-88,SNH,"This site shows a large Lewisian ultrabasic to basic intrusive body which preserves some of its igneous cumulate layering. The core of the body, at Creag Loisgte, is of metadolerite, in which mafic to felsic layers show suggestions of grading. The outer part of the body, especially in the south, is of ultrabasic rock; clinopyroxenite to hornblendite rimmed by banded basic gneisses and deformed along with the surrounding gneisses. The igneous body is not precisely dated. It is pre-Laxfordian, but of different character to the main Scourie dyke suite, and it has been correlated with some of the late Scourian intrusives of Barra.",Precambrian,"EO,EC",
2453,Flowerdale,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NG819747,57.71,-5.66,181900,874700,11-Sep-89,11-Sep-89,SNH,"This site contains the most accessibel exposures of banded iron formation belonging to the Loch Maree Group. The iron formation consists of alternating fine stripes of quartz and magnetite together with minor amounts of grunerite, and it forms a prominent ridge 10-20m in width. It is accompanied by thin marbles and by chlorite and hornblende schists. The metasediments of Gairloch and Loch Maree belong to a Lower Proterozoic supracrustal cover sequence which has not been identified with certainty elsewhere in the mainland Lewisian.",Precambrian,EO,
2454,Loch Sgioport,Eilean Siar (Western Isles),Lewisian,,Confirmed,NF812384,57.32,-7.30,81200,838400,01-Dec-87,22-Jun-88,SNH,"The gneisses of this site record some of the best evidence for late Scourian and Laxfordian structural and metamorphic history. Many of the gneisses are in orthopyroxene-clinopyroxene granulite facies, though the metadolerites of the Scourie dyke suite show only amphibolite or garnet-clinopyroxene bearing assemblages. The gneisses contain metasedimentary horizons, the outcrop of which traces out late Scourian and Laxfordian folds. Early (Scourian) basic rocks are extensively and spectacularly agmatised; intruded and broken up by various ages of granitic veins, and the area is probably one of the best areas of Lewisian rock for any study of migmatisation. The Laxfordian deformation was locally intense, the Scourie dykes are now almost concordant with the gneissic banding and have been deformed by several phases of folding; this is the type area for the development of the late Laxfordian (F4) fold set. The site shows a wide range of Lewisian rock types and affords an important record of regional structural and metamorphic history.",Precambrian,EC,LOCH DRUIDIBEG
2455,Cnoca Breac,Eilean Siar (Western Isles),Lewisian,,Confirmed,NF733337,57.28,-7.42,73300,833700,01-Dec-87,22-Jun-88,SNH,"This site's coastal outcrops show Lewisian rocks which consist of metagabbro-anorthosite, with layers of pure plagioclase rock (up to 70% anorthite) separated by garnet-amphibolite. A few similar gabbros occur elsewhere on the southern Hebrides but this is by far the best preserved. The age of the gabbros is as yet unknown; they have been tentatively correlated with gabbro-anorthosites in South Harris. The banded gneisses clearly preserve the Laxfordian structural history, and the site is important for any research into the intrusive history of the early Lewisian.",Precambrian,EC,LOCH DRUIDIBEG
2456,Cnoc an Fhithich,Eilean Siar (Western Isles),Lewisian,,Confirmed,NF655047,57.01,-7.51,65500,804700,20-Jun-88,20-Jun-88,SNH,"This site, showing Lewisian rocks, contains a wide zone of pseudotachylite fault breccias with pseudotachylite and ultracataclasite injection complexes, which are certainly the finest in the Outer Hebrides and probably some of the best in the world. They lie in a wide and diffuse fault zone (trending north-west across the hillside, dipping moderately to the east-north-east) and they cut Laxfordianised Lewisian gneiss. Rocks close to the faults show well-preserved cataclastic textures, and the nearby gneisses are cut by pseudotachylite and ultracataclasite. The breccias are probably related in age to the Outer Hebrides thrust, but were formed as part of a more westerly fault complex. Rocks here are not only useful in studies of Lewisian rocks, and for the processes which formed and deformed them, but also for the worldwide research on the nature of earthquakes.",Precambrian,EO,
2457,Sithean Mor,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Notified,NC150460,58.36,-5.16,215000,946000,01-Dec-87,21-Nov-88,SNH,"At Sithean Mor a small area contains outcrops of rocks of presumed metasedimentary origin. Scourian granulite facies assemblages contain garnet, orthopyroxene, plagioclase and quartz. These rocks have been deformed and retrogressed within several narrow Laxfordian shear zones, where large mineral assemblages (biotite, plagioclase, quartz, kyanite) may be found. This area is, therefore, a key site for the study of metamorphic conditions in the Laxfordian.",Precambrian,EO,SCOURIE COAST
2458,Badcall,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Notified,NC146461,58.36,-5.17,214600,946100,01-Dec-87,21-Nov-88,SNH,"This site covers one of the classic areas of the Scourian complex. It includes outcrops from which samples were collected and isotopically dated in the pioneering studies of geochronology. Acid, basic and ultrabasic gneisses can be seen, containing mineral assemblages typical of the pyroxene granulite facies. Basic gneisses are cut by acid veins which often originate as offshoots from the acid gneiss. Thus it is one of the few places where clean exposure allows age relationships between gneisses of different composition to be established. Both acid and basic gneisses are cut by a second generation of acid veins, consisting of microperthite and quartz. The feldspar from these veins has yielded Rb/Sr ages of 2,500my. These acid veins are cut by the dolerites of the later Scourie dyke suite. Four distinctive types of basic dyke belonging to this suite may be found at this site, and all the dykes are discordant to the gneissic banding. The most prominent dykes are NW-SE trending, about 20 metres wide, of gabbroic grain size and have sub-ophitic textures. These dykes branch in several places. Close to these dolerites are a small number of thin ultrabasic veins, containing small olivine phenocrysts, these are similar to the ultrabasic dykes of Assynt. The third representative dyke type is a narrow E-W trending dark green amphilobite which has an undersaturated olivine basalt composition. Hypersthene dolerites with accessory quartz and microperthite make up the fourth dyke type. One of these is crosscut by a prominent NW-SE gabbro dyke. In some places the dyke contacts are undeformed, in others they have been deformed in narrow shear zones. Both dykes and shear zones are cut by pegmatites containing microcline, plagioclase, quartz and muscovite, the feldspar and muscovite from which have yielded Rb/Sr ages of 1,500-1,600my. A major NW-SE shear zone runs through Farhead Point and demonstrates a complex structural history with a dominantly sinistral sense of Laxfordian displacement. This is a key site for the evaluation for the history and demonstration of Lewisian structural history and amonology.",Precambrian,"EC,EO",SCOURIE COAST
2459,Scourie Mor,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Notified,NC144450,58.35,-5.17,214400,945000,01-Dec-87,21-Nov-88,SNH,"This site is one of the better exposed and preserved areas of Scourian granulite facies gneisses. The gneisses (ranging from acid to ultrabasic in composition) have only suffered minor amounts of later deformation and retrogression. Acid gneisses consist of quartz- plagioclase-hypersthene-augite. In the basic gneisses quartz is uncommon, and plagioclase is often surrounded by granular augite with adjacent grains of hypersthene; garnets are common as small rims between plagioclase and hypersthene, and as large porphyroblasts; brown hornblende varies in amount. Ultrabasic gneisses consist of olivine, enstatite, augite and brown pargasitic hornblende. These assemblages provide a record of the early Scourian metamorphic history, and application of geothermometric-geobarometric methods indicates that temperatures of 1,200 degrees centigrade and pressures at 15kb may have existed during their formation. The granulite facies assemblages are crosscut by the later Scourian pegmatites.",Precambrian,"EC,EO",SCOURIE COAST
2460,Diabaig,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Confirmed,NG825590,57.57,-5.64,182500,859000,01-Feb-90,01-Feb-90,SNH,"This is one of the two classic areas where the original orogenic subdivision of the Lewisian complex into earlier Scourian and later Laxfordian was made. It lies astride the road from Torridon to Diabaig and provides a complete and excellently exposed traverse from the Scourian enclaves of Ruadh Mheallan to the intensely deformed Laxfordian belt of Diabaig (part of the much wider zone of Laxfordian deformation extending across Loch Torridon to the Kenmore Inlier). By noting particularly the deformation of the Scourie dykes, several Laxfordian shear zones of varying width and intensity can be demonstrated in the transitional zone between Ruadh Mheallan and the edge of the main Laxfordian belt. In addition, the pre-dyke structural history, obscured by strong Laxfordian deformation to the north and south, can be worked out.",Precambrian,EO,
2461,Scourie Bay,Caithness and Sutherland and Ross and Cromarty,Lewisian,,Notified,NC148448,58.35,-5.17,214800,944800,01-Feb-88,21-Nov-88,SNH,"These are the type localities of the Scourie dyke suite; they have historical significance as the dykes were first studied by Teall in the 19th century. The dyke to the north of the bay is an iron-rich quartz dolerite with clinopyroxene, autometamorphic garnet, orthopyroxene and hornblende. Some parts of the dyke contact are undeformed and these truncate Scourian granulite facies gneisses; the margin here is fine-grained but not glassy. Other parts of the contact are affected by shear zones, which also crosscut the dyke. Deformation within these shear zones has retrogressed the dolerite to amphibolite and produced LS fabrics. The dyke to the south of the bay contains a garnetifierous assemblage formed during autometamorphism, when the dyke was intruded and then cooled at depth within the earth's crust. This dyke has been the subject of much geochemical and mineralogical study. In addition, Rb-Sr ages of 2,930my have been obtained, and a study of palaeomagnetic pole directions carried out.",Precambrian,"EC,EO",SCOURIE COAST
